"","Name","Department","City","Point_Type","Type","Cost","Period","Quota","Rank","Base_Score","Summary","Latitude","Longitude"
"5512","KARABÜK ÜNİVERSİTESİ","Biyomedikal Mühendisliği","KARABÜK","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",291529,250.12322,"Ücretsiz MF-4 ",41.2106646,32.6555019
"5513","DOĞUŞ ÜNİVERSİTESİ","Makine Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","19 + 0",291575,250.11244,"%75 İndirimli MF-4 ",41.0002029,29.0473255
"5514","İSTANBUL BİLGİ ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","Ücretsiz/Ücretli","Gündüz","4 + 0",291612,250.10463,"İngilizce  Ücretli MF-4 ",41.0671816,28.9455079
"5515","SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","İnşaat Mühendisliği(M.T.O.K)","SAKARYA","SAY","Devlet","İÖ-Ücretli","İkinci","14 + 1",291642,250.09658,"M.T.O.K.  İÖ ",40.740106,30.332065
"5516","HASAN KALYONCU ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","GAZİANTEP","SAY","Vakıf","%25 İndirimli","Gündüz","19 + 0",291778,250.06399,"%25 İndirimli MF-3 ",41.0653561,28.9947035
"5517","BALIKESİR ÜNİVERSİTESİ","Fen Bilgisi Öğretmenliği","BALIKESİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",291827,250.05565,"Ücretsiz MF-2 ",39.541071,28.008696
"5518","İSTANBUL GELİŞİM ÜNİVERSİTESİ","Bilgisayar Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","49 + 0",292274,249.94691,"%75 İndirimli MF-4 ",40.9979914,28.698926
"5519","HACETTEPE ÜNİVERSİTESİ","Kimya","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","110 + 3",292276,249.94636,"Ücretsiz MF-2 ",39.8675202,32.734754
"5520","GAZİ ÜNİVERSİTESİ","Otomotiv Mühendisliği(M.T.O.K)","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","16 + 1",292336,249.93541,"M.T.O.K. Ücretsiz MF-4 ",39.9420219,32.823005
"5521","YÜKSEK İHTİSAS ÜNİVERSİTESİ","Hemşirelik(Fakülte)","ANKARA","SAY","Vakıf","%50 İndirimli","Gündüz","33 + 0",292355,249.93247,"%50 İndirimli ",39.900305,32.8153379
"5522","KARABÜK ÜNİVERSİTESİ","Mekatronik Mühendisliği","KARABÜK","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",292385,249.92331,"Ücretsiz MF-4 ",41.2106646,32.6555019
"5523","GÜMÜŞHANE ÜNİVERSİTESİ","İnşaat Mühendisliği","GÜMÜŞHANE","SAY","Devlet","İÖ-Ücretli","İkinci","70 + 2",292401,249.91949,"İÖ MF-4 ",40.4359825,39.5136524
"5524","BİTLİS EREN ÜNİVERSİTESİ","İnşaat Mühendisliği","BİTLİS","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",292464,249.90249,"Ücretsiz MF-4 ",38.4792477,42.1632153
"5525","SELÇUK ÜNİVERSİTESİ","Makine Mühendisliği(M.T.O.K)","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","14 + 1",292548,249.87746,"M.T.O.K. Ücretsiz MF-4 ",38.029533,32.506051
"5526","LEFKE AVRUPA ÜNİVERSİTESİ","Elektrik-Elektronik Mühendisliği","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",292556,249.87408,"Burslu MF-4 ",35.1300189,32.8304816
"5527","SAKARYA ÜNİVERSİTESİ","Metalurji ve Malzeme Mühendisliği","SAKARYA","SAY","Devlet","İÖ-Ücretli","İkinci","90 + 3",292755,249.82812,"İÖ MF-4 ",40.742033,30.332731
"5528","NECMETTİN ERBAKAN ÜNİVERSİTESİ","Makine Mühendisliği","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","85 + 3",292844,249.80717,"Ücretsiz MF-4 ",37.8786688,32.4844151
"5529","KARADENİZ TEKNİK ÜNİVERSİTESİ","Şehir ve Bölge Planlama","TRABZON","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",292878,249.79843,"Ücretsiz MF-4 ",40.9940628,39.7738123
"5530","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","Kimya Mühendisliği","ANKARA","SAY","Devlet","%75 İndirimli","Gündüz","10 + 0",292882,249.79805,"İngilizce  %75 İndirimli MF-4 ",39.8910203,32.7780027
"5531","ULUSLARARASI KIBRIS ÜNİVERSİTESİ","Elektrik-Elektronik Mühendisliği","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",293018,249.765,"Burslu MF-4 ",35.220923,33.416627
"5532","İZMİR EKONOMİ ÜNİVERSİTESİ","Endüstriyel Tasarım","İZMİR","SAY","Vakıf","%25 İndirimli","Gündüz","11 + 0",293260,249.69746,"İngilizce  %25 İndirimli ",38.3882924,27.0450757
"5533","İSTANBUL AREL ÜNİVERSİTESİ","Beslenme ve Diyetetik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","22 + 0",293292,249.69031,"%50 İndirimli YGS-2 ",41.055194,28.500315
"5534","ONDOKUZ MAYIS ÜNİVERSİTESİ","Metalurji ve Malzeme Mühendisliği","SAMSUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","15 + 1",293490,249.64314,"Ücretsiz MF-4 ",41.3672196,36.1984655
"5535","IŞIK ÜNİVERSİTESİ","Mekatronik Mühendisliği","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","6 + 0",293519,249.63823,"İngilizce  %50 İndirimli MF-4 ",41.1688995,29.5639972
"5536","MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","İstatistik","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",293564,249.626,"Ücretsiz MF-1 ",41.0297036,28.9883216
"5537","IŞIK ÜNİVERSİTESİ","İnşaat Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","30 + 0",293767,249.58005,"İngilizce  %75 İndirimli MF-4 ",41.1688995,29.5639972
"5538","PAMUKKALE ÜNİVERSİTESİ","Matematik","DENİZLİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",293981,249.52383,"Ücretsiz MF-1 ",37.7381573,29.1039378
"5539","YAKIN DOĞU ÜNİVERSİTESİ","Gerontoloji","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",294240,249.45845,"Burslu MF-3 ",35.2290124,33.3246763
"5540","TRAKYA ÜNİVERSİTESİ","Gıda Mühendisliği","EDİRNE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",294249,249.45602,"Ücretsiz MF-4 ",41.6412642,26.615635
"5541","BARTIN ÜNİVERSİTESİ","Makine Mühendisliği","BARTIN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",294262,249.45148,"Ücretsiz MF-4 ",41.6006658,32.3458422
"5542","İSKENDERUN TEKNİK ÜNİVERSİTESİ","Deniz Ulaştırma İşletme Mühendisliği(Fakülte)","HATAY","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",294413,249.41122,"Ücretsiz MF-4 ",36.577317,36.1537509
"5543","SELÇUK ÜNİVERSİTESİ","Endüstri Ürünleri Tasarımı(Fakülte)","KONYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",294517,249.39019,"Ücretsiz MF-4 ",38.029533,32.506051
"5544","PAMUKKALE ÜNİVERSİTESİ","Mekatronik Mühendisliği(M.T.O.K)","DENİZLİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","11 + 1",294657,249.35857,"M.T.O.K. Ücretsiz MF-4 ",37.7381573,29.1039378
"5545","KASTAMONU ÜNİVERSİTESİ","Elektrik-Elektronik Mühendisliği","KASTAMONU","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",295542,249.14589,"Ücretsiz MF-4 ",41.375878,33.7776307
"5546","ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ","İnşaat Mühendisliği","ERZİNCAN","SAY","Devlet","İÖ-Ücretli","İkinci","60 + 2",295725,249.10164,"İÖ MF-4 ",39.7604905,39.5068728
"5547","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","Bilgisayar Teknolojisi ve Bilişim Sistemleri(Yüksekokul)","ANKARA","SAY","Vakıf","%50 İndirimli","Gündüz","72 + 0",295824,249.08392,"İngilizce  %50 İndirimli YGS-1 ",39.8746147,32.7475962
"5548","HALİÇ ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","37 + 0",296130,249.0069,"%75 İndirimli ",41.056168,28.950822
"5549","İSTANBUL GEDİK ÜNİVERSİTESİ","Makine Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","10 + 0",296153,249.00177,"%75 İndirimli MF-4 ",40.9015423,29.2193774
"5550","PAMUKKALE ÜNİVERSİTESİ","Makine ve İmalat Mühendisliği","DENİZLİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",296224,248.98188,"Ücretsiz MF-4 ",37.7381573,29.1039378
"5551","YALOVA ÜNİVERSİTESİ","Enerji Sistemleri Mühendisliği","YALOVA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",296261,248.97347,"Ücretsiz MF-4 ",40.6518325,29.2195908
"5552","ANKARA ÜNİVERSİTESİ","Fizik Mühendisliği","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",296325,248.95496,"İngilizce Ücretsiz ",39.934855,32.8338615
"5553","YEDİTEPE ÜNİVERSİTESİ","Elektrik-Elektronik Mühendisliği","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","20 + 0",296333,248.95223,"İngilizce  %25 İndirimli MF-4 ",40.973041,29.152844
"5554","ATILIM ÜNİVERSİTESİ","Bilişim Sistemleri Mühendisliği","ANKARA","SAY","Vakıf","%50 İndirimli","Gündüz","17 + 0",296483,248.91956,"İngilizce  %50 İndirimli MF-4 ",39.8159752,32.7244407
"5555","FIRAT ÜNİVERSİTESİ","Yazılım Mühendisliği(M.T.O.K)","ELAZIĞ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","18 + 1",296606,248.89081,"M.T.O.K. Ücretsiz MF-4 ",38.6777569,39.2019556
"5556","KOCAELİ ÜNİVERSİTESİ","Otomotiv Mühendisliği(M.T.O.K)","KOCAELİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","14 + 1",296609,248.89044,"M.T.O.K. Ücretsiz MF-4 ",40.8223347,29.9217153
"5557","SİVAS CUMHURİYET ÜNİVERSİTESİ","Bilgisayar Mühendisliği","SİVAS","SAY","Devlet","İÖ-Ücretli","İkinci","55 + 2",296747,248.858,"İÖ MF-4 ",39.7086847,37.0202941
"5558","SİVAS CUMHURİYET ÜNİVERSİTESİ","Makine Mühendisliği","SİVAS","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","85 + 3",296902,248.81662,"Ücretsiz MF-4 ",39.7086847,37.0202941
"5559","DÜZCE ÜNİVERSİTESİ","İnşaat Mühendisliği(M.T.O.K)","DÜZCE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","12 + 1",297662,248.62344,"M.T.O.K. Ücretsiz MF-4 ",40.9038409,31.1787756
"5560","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","Matematik","MUĞLA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",297779,248.59321,"Ücretsiz MF-1 ",37.1661501,28.3767512
"5561","AFYON KOCATEPE ÜNİVERSİTESİ","Elektrik-Elektronik Mühendisliği(M.T.O.K)","AFYONKARAHİSAR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","14 + 1",298020,248.53057,"M.T.O.K. Ücretsiz MF-4 ",38.8180452,30.5344836
"5562","DOĞUŞ ÜNİVERSİTESİ","Makine Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","37 + 0",298444,248.42427,"İngilizce  %75 İndirimli MF-4 ",41.0002029,29.0473255
"5563","YAKIN DOĞU ÜNİVERSİTESİ","Makine Mühendisliği","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",298500,248.41165,"İngilizce  Burslu MF-4 ",35.2290124,33.3246763
"5564","DOĞUŞ ÜNİVERSİTESİ","Bilgisayar Mühendisliği","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","35 + 0",298573,248.39437,"İngilizce  %50 İndirimli MF-4 ",41.0002029,29.0473255
"5565","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","4 + 0",298621,248.38223,"%25 İndirimli MF-3 ",41.088498,29.088595
"5566","GAZİANTEP ÜNİVERSİTESİ","Optik ve Akustik Mühendisliği","GAZİANTEP","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","15 + 1",298674,248.36951,"İngilizce Ücretsiz MF-4 ",37.0376884,37.3123803
"5567","DÜZCE ÜNİVERSİTESİ","Bilgisayar Mühendisliği(M.T.O.K)","DÜZCE","SAY","Devlet","İÖ-Ücretli","İkinci","14 + 1",299330,248.21989,"M.T.O.K.  İÖ MF-4 ",40.9038409,31.1787756
"5568","BURSA TEKNİK ÜNİVERSİTESİ","Matematik","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",299421,248.19867,"Ücretsiz ",40.1873928,29.1300219
"5569","ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","İnşaat Mühendisliği(M.T.O.K)","ISPARTA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","14 + 1",299573,248.16295,"M.T.O.K. Ücretsiz ",37.8302128,30.5311936
"5570","NİŞANTAŞI ÜNİVERSİTESİ","İnşaat Mühendisliği","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","17 + 0",299578,248.16131,"İngilizce  %75 İndirimli MF-4 ",41.0521985,28.9850838
"5571","ONDOKUZ MAYIS ÜNİVERSİTESİ","Matematik","SAMSUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",300258,247.99761,"Ücretsiz MF-1 ",41.3672196,36.1984655
"5572","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","Bitki Koruma","AYDIN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",301233,247.77018,"Ücretsiz MF-2 ",37.8552535,27.8587248
"5573","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","Matematik-Bilgisayar","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","20 + 0",301236,247.76965,"%75 İndirimli MF-1 ",40.9912928,28.8321354
"5574","İSTANBUL TİCARET ÜNİVERSİTESİ","Endüstriyel Tasarım","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","7 + 0",302420,247.48205,"%75 İndirimli ",41.0581271,28.951174
"5575","EGE ÜNİVERSİTESİ","Tarla Bitkileri","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",302432,247.4791,"Ücretsiz MF-3 ",38.4566857,27.2265764
"5576","İSTANBUL BİLİM ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","60 + 0",302437,247.47829,"%50 İndirimli YGS-2 ",41.0691102,29.0123566
"5577","LEFKE AVRUPA ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","10 + 0",302558,247.44933,"İngilizce  Burslu MF-3 ",35.1300189,32.8304816
"5578","AKDENİZ ÜNİVERSİTESİ","Bahçe Bitkileri","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","35 + 1",303143,247.31124,"Ücretsiz MF-2 ",36.8945335,30.655353
"5579","BALIKESİR ÜNİVERSİTESİ","Matematik","BALIKESİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",303301,247.27677,"Ücretsiz MF-1 ",39.541071,28.008696
"5580","BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","15 + 0",303456,247.23905,"%25 İndirimli MF-3 ",41.018341,28.936276
"5581","ONDOKUZ MAYIS ÜNİVERSİTESİ","Endüstri Ürünleri Tasarımı(Fakülte)","SAMSUN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",303587,247.20455,"Ücretsiz ",41.3672196,36.1984655
"5582","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Matematik","ISPARTA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",303737,247.1705,"Ücretsiz MF-1 ",37.8292005,30.5263249
"5583","AKDENİZ ÜNİVERSİTESİ","Peyzaj Mimarlığı","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",304825,246.92403,"Ücretsiz MF-4 ",36.8945335,30.655353
"5584","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Acil Yardım ve Afet Yönetimi(Yüksekokul)","ÇANAKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",304947,246.89333,"Ücretsiz YGS-2 ",40.1118946,26.4159959
"5585","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","Matematik","AYDIN","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",305373,246.79661,"Ücretsiz MF-1 ",37.8552535,27.8587248
"5586","ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","72 + 0",305462,246.77771,"%50 İndirimli MF-3 ",40.9784913,29.1103154
"5587","HARRAN ÜNİVERSİTESİ","Matematik","ŞANLIURFA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","30 + 1",306722,246.48634,"Ücretsiz MF-1 ",37.118775,38.8192421
"5588","BURSA ULUDAĞ ÜNİVERSİTESİ","Peyzaj Mimarlığı","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",307615,246.27775,"Ücretsiz ",40.2309213,28.8722274
"5589","ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","Matematik","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",307945,246.19841,"Ücretsiz ",39.917717,32.842712
"5590","AKDENİZ ÜNİVERSİTESİ","Gerontoloji","ANTALYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",307964,246.194,"Ücretsiz MF-3 ",36.8945335,30.655353
"5591","İSTANBUL AYDIN ÜNİVERSİTESİ","İç Mimarlık","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","35 + 0",308002,246.18557,"%75 İndirimli ",40.9919149,28.7975316
"5592","İZMİR EKONOMİ ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İZMİR","SAY","Vakıf","%25 İndirimli","Gündüz","12 + 0",308018,246.18172,"%25 İndirimli ",38.3882924,27.0450757
"5593","BURSA ULUDAĞ ÜNİVERSİTESİ","Biyoloji","BURSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",308043,246.17777,"Ücretsiz MF-2 ",40.2309213,28.8722274
"5594","YEDİTEPE ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","15 + 0",308132,246.15713,"İngilizce  %25 İndirimli MF-3 ",40.973041,29.152844
"5595","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Hayvansal Üretim ve Teknolojileri","NİĞDE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","15 + 1",308335,246.1117,"İngilizce Ücretsiz ",37.9414568,34.6243315
"5596","ULUSLARARASI KIBRIS ÜNİVERSİTESİ","İç Mimarlık","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",308915,245.98035,"Burslu MF-4 ",35.220923,33.416627
"5597","MANİSA CELÂL BAYAR ÜNİVERSİTESİ","Matematik","MANİSA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",309263,245.89317,"Ücretsiz MF-1 ",38.6783153,27.3084833
"5598","LEFKE AVRUPA ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","KKTC-LEFKE","SAY","KKTC","%75 İndirimli","Gündüz","5 + 0",309300,245.88231,"%75 İndirimli ",35.1300189,32.8304816
"5599","İSTANBUL AYDIN ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","3 + 0",309599,245.81237,"%25 İndirimli MF-3 ",40.9919149,28.7975316
"5600","DOĞU AKDENİZ ÜNİVERSİTESİ","Bilgisayar Teknolojisi ve Bilişim Sistemleri(Yüksekokul)","KKTC-GAZİMAĞUSA","SAY","KKTC","Burslu/İndirimli","Gündüz","2 + 0",309612,245.81044,"İngilizce  Burslu YGS-1 ",35.1423793,33.9116479
"5601","KADİR HAS ÜNİVERSİTESİ","Biyoenformatik ve Genetik","İSTANBUL","SAY","Vakıf","%75 İndirimli","Gündüz","17 + 0",310177,245.68915,"İngilizce  %75 İndirimli ",41.024887,28.9588398
"5602","İNÖNÜ ÜNİVERSİTESİ","Moleküler Biyoloji ve Genetik","MALATYA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",310302,245.66366,"İngilizce Ücretsiz MF-3 ",38.3302973,38.4399655
"5603","HALİÇ ÜNİVERSİTESİ","Hemşirelik(Yüksekokul)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","30 + 0",311362,245.42279,"%50 İndirimli YGS-2 ",41.056168,28.950822
"5604","PAMUKKALE ÜNİVERSİTESİ","Biyoloji","DENİZLİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",313201,245.00665,"Ücretsiz MF-2 ",37.7381573,29.1039378
"5605","KAPADOKYA ÜNİVERSİTESİ","Beslenme ve Diyetetik(Yüksekokul)","NEVŞEHİR","SAY","Vakıf","%50 İndirimli","Gündüz","20 + 0",313817,244.85583,"%50 İndirimli ",38.5841104,34.8985585
"5606","KARADENİZ TEKNİK ÜNİVERSİTESİ","Matematik","TRABZON","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","100 + 3",313909,244.83614,"Ücretsiz MF-1 ",40.9940628,39.7738123
"5607","ERCİYES ÜNİVERSİTESİ","Matematik","KAYSERİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",313911,244.83464,"Ücretsiz MF-1 ",38.7105083,35.5337977
"5608","YAKIN DOĞU ÜNİVERSİTESİ","İç Mimarlık","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","4 + 0",314300,244.74737,"Burslu MF-4 ",35.2290124,33.3246763
"5609","İSTANBUL ÜNİVERSİTESİ","Astronomi ve Uzay Bilimleri","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","75 + 2",314413,244.7249,"Ücretsiz MF-1 ",41.0126037,28.961838
"5610","YAKIN DOĞU ÜNİVERSİTESİ","Bilgisayar-Enformatik","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","1 + 0",314424,244.72255,"Burslu MF-4 ",35.2290124,33.3246763
"5611","GAZİ ÜNİVERSİTESİ","Ağaç İşleri Endüstri Mühendisliği","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","15 + 1",314706,244.66155,"Ücretsiz MF-4 ",39.9420219,32.823005
"5612","LEFKE AVRUPA ÜNİVERSİTESİ","İç Mimarlık","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","2 + 0",315318,244.51806,"Burslu MF-4 ",35.1300189,32.8304816
"5613","EGE ÜNİVERSİTESİ","Kimya","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","90 + 3",315570,244.46073,"Ücretsiz MF-2 ",38.4566857,27.2265764
"5614","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Fakülte)","İSTANBUL","SAY","Vakıf","%25 İndirimli","Gündüz","2 + 0",315675,244.43792,"İngilizce  %25 İndirimli MF-3 ",41.088498,29.088595
"5615","KIBRIS İLİM ÜNİVERSİTESİ","Fizyoterapi ve Rehabilitasyon(Yüksekokul)","KKTC-GİRNE","SAY","KKTC","Burslu/İndirimli","Gündüz","3 + 0",315761,244.41884,"Burslu YGS-2 ",35.3249463,33.3447576
"5616","ANKARA ÜNİVERSİTESİ","Astronomi ve Uzay Bilimleri","ANKARA","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",315823,244.40727,"Ücretsiz MF-1 ",39.934855,32.8338615
"5617","MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","Fizik","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","20 + 1",316512,244.25557,"Ücretsiz MF-2 ",41.0297036,28.9883216
"5618","YAKIN DOĞU ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","KKTC-LEFKOŞA","SAY","KKTC","Burslu/İndirimli","Gündüz","7 + 0",316961,244.15944,"İngilizce  Burslu MF-3 ",35.2290124,33.3246763
"5619","LEFKE AVRUPA ÜNİVERSİTESİ","İç Mimarlık","KKTC-LEFKE","SAY","KKTC","Burslu/İndirimli","Gündüz","2 + 0",317100,244.13164,"İngilizce  Burslu MF-4 ",35.1300189,32.8304816
"5620","İSTANBUL KENT ÜNİVERSİTESİ","Beslenme ve Diyetetik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","45 + 0",317279,244.09385,"%50 İndirimli MF-3 ",41.0334462,28.9841005
"5621","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Bitki Koruma","ÇANAKKALE","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",317286,244.09285,"Ücretsiz MF-2 ",40.1118946,26.4159959
"5622","EGE ÜNİVERSİTESİ","Biyoloji","İZMİR","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","125 + 4",317464,244.05957,"Ücretsiz MF-2 ",38.4566857,27.2265764
"5623","SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","İş Sağlığı ve Güvenliği(Fakülte)","İSTANBUL","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",317557,244.03951,"Ücretsiz MF-2 ",41.0003943,29.0228842
"5624","PAMUKKALE ÜNİVERSİTESİ","Şehir ve Bölge Planlama","DENİZLİ","SAY","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",318446,243.84575,"Ücretsiz MF-4 ",37.7381573,29.1039378
"5625","İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","Hemşirelik(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","12 + 0",318623,243.81267,"%50 İndirimli MF-3 ",41.033234,28.7889547
"5626","BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ","Odyoloji(Fakülte)","İSTANBUL","SAY","Vakıf","%50 İndirimli","Gündüz","20 + 0",318787,243.77711,"%50 İndirimli MF-3 ",41.018341,28.936276
